paraphrase,template_id,prop,possible_answers,id
What country can I find Zemun railway station in?,5,country,"[""Serbia"", ""🇷🇸"", ""Republic of Serbia"", ""Republika Srbija"", ""rs"", ""Srbija"", ""SRB"", ""RS""]",2340327
In what country is Zemun railway station located?,6,country,"[""Serbia"", ""🇷🇸"", ""Republic of Serbia"", ""Republika Srbija"", ""rs"", ""Srbija"", ""SRB"", ""RS""]",2340327
Zemun railway station is in what country?,7,country,"[""Serbia"", ""🇷🇸"", ""Republic of Serbia"", ""Republika Srbija"", ""rs"", ""Srbija"", ""SRB"", ""RS""]",2340327
What country is Zemun railway station associated with?,8,country,"[""Serbia"", ""🇷🇸"", ""Republic of Serbia"", ""Republika Srbija"", ""rs"", ""Srbija"", ""SRB"", ""RS""]",2340327
Zemun railway station is associated with what country?,9,country,"[""Serbia"", ""🇷🇸"", ""Republic of Serbia"", ""Republika Srbija"", ""rs"", ""Srbija"", ""SRB"", ""RS""]",2340327
In what country is pero?,0,country,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",1676361
What country is pero in?,1,country,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",1676361
Where is pero?,2,country,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",1676361
What country is pero located in?,3,country,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",1676361
In what country is pero?,4,country,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",1676361
What country can I find pero in?,5,country,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",1676361
In what country is pero located?,6,country,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",1676361
pero is in what country?,7,country,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",1676361
What country is pero associated with?,8,country,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",1676361
pero is associated with what country?,9,country,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",1676361
In what country is Khafr County?,0,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",2785560
What country is Khafr County in?,1,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",2785560
Where is Khafr County?,2,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",2785560
What country is Khafr County located in?,3,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",2785560
In what country is Khafr County?,4,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",2785560
What country can I find Khafr County in?,5,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",2785560
In what country is Khafr County located?,6,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",2785560
Khafr County is in what country?,7,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",2785560
What country is Khafr County associated with?,8,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",2785560
Khafr County is associated with what country?,9,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",2785560
In what country is İnstitut?,0,country,"[""Azerbaijan"", ""Republic of Azerbaijan"", ""az"", ""🇦🇿"", ""AZE""]",2986181
What country is İnstitut in?,1,country,"[""Azerbaijan"", ""Republic of Azerbaijan"", ""az"", ""🇦🇿"", ""AZE""]",2986181
Where is İnstitut?,2,country,"[""Azerbaijan"", ""Republic of Azerbaijan"", ""az"", ""🇦🇿"", ""AZE""]",2986181
What country is İnstitut located in?,3,country,"[""Azerbaijan"", ""Republic of Azerbaijan"", ""az"", ""🇦🇿"", ""AZE""]",2986181
In what country is İnstitut?,4,country,"[""Azerbaijan"", ""Republic of Azerbaijan"", ""az"", ""🇦🇿"", ""AZE""]",2986181
What country can I find İnstitut in?,5,country,"[""Azerbaijan"", ""Republic of Azerbaijan"", ""az"", ""🇦🇿"", ""AZE""]",2986181
In what country is İnstitut located?,6,country,"[""Azerbaijan"", ""Republic of Azerbaijan"", ""az"", ""🇦🇿"", ""AZE""]",2986181
İnstitut is in what country?,7,country,"[""Azerbaijan"", ""Republic of Azerbaijan"", ""az"", ""🇦🇿"", ""AZE""]",2986181
What country is İnstitut associated with?,8,country,"[""Azerbaijan"", ""Republic of Azerbaijan"", ""az"", ""🇦🇿"", ""AZE""]",2986181
İnstitut is associated with what country?,9,country,"[""Azerbaijan"", ""Republic of Azerbaijan"", ""az"", ""🇦🇿"", ""AZE""]",2986181
In what country is Karimu?,0,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4814263
What country is Karimu in?,1,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4814263
Where is Karimu?,2,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4814263
What country is Karimu located in?,3,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4814263
In what country is Karimu?,4,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4814263
What country can I find Karimu in?,5,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4814263
In what country is Karimu located?,6,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4814263
Karimu is in what country?,7,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4814263
What country is Karimu associated with?,8,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4814263
Karimu is associated with what country?,9,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4814263
In what country is Valparaiso University?,0,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1404478
What country is Valparaiso University in?,1,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1404478
Where is Valparaiso University?,2,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1404478
What country is Valparaiso University located in?,3,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1404478
In what country is Valparaiso University?,4,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1404478
What country can I find Valparaiso University in?,5,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1404478
In what country is Valparaiso University located?,6,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1404478
Valparaiso University is in what country?,7,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1404478
What country is Valparaiso University associated with?,8,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1404478
Valparaiso University is associated with what country?,9,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1404478
In what country is Ladomirová?,0,country,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",5048690
What country is Ladomirová in?,1,country,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",5048690
Where is Ladomirová?,2,country,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",5048690
What country is Ladomirová located in?,3,country,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",5048690
In what country is Ladomirová?,4,country,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",5048690
What country can I find Ladomirová in?,5,country,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",5048690
In what country is Ladomirová located?,6,country,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",5048690
Ladomirová is in what country?,7,country,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",5048690
What country is Ladomirová associated with?,8,country,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",5048690
Ladomirová is associated with what country?,9,country,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",5048690
In what country is Graitschen bei Bürgel?,0,country,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",5172941
What country is Graitschen bei Bürgel in?,1,country,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",5172941
Where is Graitschen bei Bürgel?,2,country,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",5172941
What country is Graitschen bei Bürgel located in?,3,country,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",5172941
In what country is Graitschen bei Bürgel?,4,country,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",5172941
What country can I find Graitschen bei Bürgel in?,5,country,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",5172941
In what country is Graitschen bei Bürgel located?,6,country,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",5172941
Graitschen bei Bürgel is in what country?,7,country,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",5172941
What country is Graitschen bei Bürgel associated with?,8,country,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",5172941
Graitschen bei Bürgel is associated with what country?,9,country,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",5172941
In what country is Durrenentzen?,0,country,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",3131138
What country is Durrenentzen in?,1,country,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",3131138
Where is Durrenentzen?,2,country,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",3131138
What country is Durrenentzen located in?,3,country,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",3131138
In what country is Durrenentzen?,4,country,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",3131138
What country can I find Durrenentzen in?,5,country,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",3131138
In what country is Durrenentzen located?,6,country,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",3131138
Durrenentzen is in what country?,7,country,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",3131138
What country is Durrenentzen associated with?,8,country,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",3131138
Durrenentzen is associated with what country?,9,country,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",3131138
In what country is Ware?,0,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1863504
What country is Ware in?,1,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1863504
Where is Ware?,2,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1863504
What country is Ware located in?,3,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1863504
In what country is Ware?,4,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1863504
What country can I find Ware in?,5,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1863504
In what country is Ware located?,6,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1863504
Ware is in what country?,7,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1863504
What country is Ware associated with?,8,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1863504
Ware is associated with what country?,9,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",1863504
In what country is Paso Canoas?,0,country,"[""Costa Rica"", ""Republic of Costa Rica"", ""🇨🇷"", ""cr"", ""CRI"", ""CRC"", ""Panama"", ""Republic of Panama"", ""pa"", ""🇵🇦""]",4572720
What country is Paso Canoas in?,1,country,"[""Costa Rica"", ""Republic of Costa Rica"", ""🇨🇷"", ""cr"", ""CRI"", ""CRC"", ""Panama"", ""Republic of Panama"", ""pa"", ""🇵🇦""]",4572720
Where is Paso Canoas?,2,country,"[""Costa Rica"", ""Republic of Costa Rica"", ""🇨🇷"", ""cr"", ""CRI"", ""CRC"", ""Panama"", ""Republic of Panama"", ""pa"", ""🇵🇦""]",4572720
What country is Paso Canoas located in?,3,country,"[""Costa Rica"", ""Republic of Costa Rica"", ""🇨🇷"", ""cr"", ""CRI"", ""CRC"", ""Panama"", ""Republic of Panama"", ""pa"", ""🇵🇦""]",4572720
In what country is Paso Canoas?,4,country,"[""Costa Rica"", ""Republic of Costa Rica"", ""🇨🇷"", ""cr"", ""CRI"", ""CRC"", ""Panama"", ""Republic of Panama"", ""pa"", ""🇵🇦""]",4572720
What country can I find Paso Canoas in?,5,country,"[""Costa Rica"", ""Republic of Costa Rica"", ""🇨🇷"", ""cr"", ""CRI"", ""CRC"", ""Panama"", ""Republic of Panama"", ""pa"", ""🇵🇦""]",4572720
In what country is Paso Canoas located?,6,country,"[""Costa Rica"", ""Republic of Costa Rica"", ""🇨🇷"", ""cr"", ""CRI"", ""CRC"", ""Panama"", ""Republic of Panama"", ""pa"", ""🇵🇦""]",4572720
Paso Canoas is in what country?,7,country,"[""Costa Rica"", ""Republic of Costa Rica"", ""🇨🇷"", ""cr"", ""CRI"", ""CRC"", ""Panama"", ""Republic of Panama"", ""pa"", ""🇵🇦""]",4572720
What country is Paso Canoas associated with?,8,country,"[""Costa Rica"", ""Republic of Costa Rica"", ""🇨🇷"", ""cr"", ""CRI"", ""CRC"", ""Panama"", ""Republic of Panama"", ""pa"", ""🇵🇦""]",4572720
Paso Canoas is associated with what country?,9,country,"[""Costa Rica"", ""Republic of Costa Rica"", ""🇨🇷"", ""cr"", ""CRI"", ""CRC"", ""Panama"", ""Republic of Panama"", ""pa"", ""🇵🇦""]",4572720
In what country is Oxford?,0,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",6554942
What country is Oxford in?,1,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",6554942
Where is Oxford?,2,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",6554942
What country is Oxford located in?,3,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",6554942
In what country is Oxford?,4,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",6554942
What country can I find Oxford in?,5,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",6554942
In what country is Oxford located?,6,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",6554942
Oxford is in what country?,7,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",6554942
What country is Oxford associated with?,8,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",6554942
Oxford is associated with what country?,9,country,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",6554942
In what country is Chal Siah Manchatun Jowkar?,0,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4466133
What country is Chal Siah Manchatun Jowkar in?,1,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4466133
Where is Chal Siah Manchatun Jowkar?,2,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4466133
What country is Chal Siah Manchatun Jowkar located in?,3,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4466133
In what country is Chal Siah Manchatun Jowkar?,4,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4466133
What country can I find Chal Siah Manchatun Jowkar in?,5,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4466133
In what country is Chal Siah Manchatun Jowkar located?,6,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4466133
Chal Siah Manchatun Jowkar is in what country?,7,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4466133
What country is Chal Siah Manchatun Jowkar associated with?,8,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4466133
Chal Siah Manchatun Jowkar is associated with what country?,9,country,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",4466133
In what country is Altimo?,0,country,"[""Russia"", ""Rossiya"", ""Rossija"", ""RU"", ""ru"", ""Rossijskaja Federatsija"", ""Russian Federation"", ""Rossiyskaya Federatsiya"", ""Rus"", ""RUS"", ""RF""]",1547756
What country is Altimo in?,1,country,"[""Russia"", ""Rossiya"", ""Rossija"", ""RU"", ""ru"", ""Rossijskaja Federatsija"", ""Russian Federation"", ""Rossiyskaya Federatsiya"", ""Rus"", ""RUS"", ""RF""]",1547756
Where is Altimo?,2,country,"[""Russia"", ""Rossiya"", ""Rossija"", ""RU"", ""ru"", ""Rossijskaja Federatsija"", ""Russian Federation"", ""Rossiyskaya Federatsiya"", ""Rus"", ""RUS"", ""RF""]",1547756
What country is Altimo located in?,3,country,"[""Russia"", ""Rossiya"", ""Rossija"", ""RU"", ""ru"", ""Rossijskaja Federatsija"", ""Russian Federation"", ""Rossiyskaya Federatsiya"", ""Rus"", ""RUS"", ""RF""]",1547756
